name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"New York City,USA",2024-08-02T06:00:00,27,28.8,20.9,69.37,0,0,,0,0,5.4,0,0,1012.6,34.2,16,8,0,0,8,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,72503014732"
"New York City,USA",2024-08-02T07:00:00,28,30.3,21.4,67.64,0,0,,0,0,5.4,1.2,17,1012.5,34.2,14.8,54,0.2,1,8,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-02T08:00:00,28.4,31.3,22.1,68.67,0,0,,0,0,5.4,1.2,328,1012.8,34.2,13.2,163,0.6,2,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-02T09:00:00,29.6,33.1,22.4,65.12,0,0,,0,0,7.6,3.3,356,1012.6,34.2,12,450,1.6,5,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-02T10:00:00,31,34.5,21.9,58.45,0,0,,0,0,9.4,6.2,44,1012.8,50.8,12.5,590,2.1,6,30,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-02T11:00:00,32.1,36.3,22.4,56.52,0,0,,0,0,13,8.5,60,1012.6,31,12.5,714,2.6,7,30,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-02T12:00:00,33.1,37.9,22.8,54.9,0,0,,0,0,14.8,12.7,53,1012,47.7,12.2,739,2.7,7,30,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-02T13:00:00,33.3,37.6,22.3,52.61,0,0,,0,0,18.4,11.6,150,1011.3,31,14.2,313,1.1,3,30,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-02T14:00:00,32.5,37.4,23,57.53,0,0,,0,0,20.5,8.4,84,1010.7,31,14.2,1018,3.7,10,30,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-02T15:00:00,33.7,37.6,21.6,49.29,0,0,,0,0,38.3,20.5,143,1010.4,80.8,16,837,3,8,30,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-02T16:00:00,31.3,35,22.1,58.08,0,0,,0,0,44.1,21.3,159,1009.7,30.4,16,197,0.7,2,30,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-02T17:00:00,29.1,33.4,23.5,71.66,0.527,100,rain,0,0,27.7,16.7,138,1009,43.9,14.8,205,0.7,2,30,"Rain, Partially cloudy",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-02T18:00:00,28.2,31.8,23.4,75.49,0,0,,0,0,43.9,25.8,145,1008.5,25.4,14,46,0.2,0,30,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2024-08-02T19:00:00,26.2,26.2,23.6,85.59,0.472,100,rain,0,0,44.6,11.9,170,1009.9,99,6.9,9,0,0,30,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2024-08-02T20:00:00,24.4,24.4,22.6,89.71,11.893,100,rain,0,0,72,6.2,134,1009.7,95.7,13.4,9,0,0,10,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-02T21:00:00,24.5,24.5,22.8,90.15,0.112,100,rain,0,0,13,2.5,50,1009.8,50.8,12.3,0,0,0,10,"Rain, Partially cloudy",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-02T22:00:00,24.6,24.6,22.5,87.84,0,0,,0,0,11.2,3.4,91,1009.9,30.4,14.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-02T23:00:00,24.5,24.5,22.3,87.41,0,0,,0,0,13,3.4,65,1009.5,22.3,14.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-03T00:00:00,24.5,24.5,22.2,86.81,0,0,,0,0,13,10,200,1010,34.2,14.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-03T01:00:00,25,25,22.6,86.3,0,0,,0,0,11.2,8.7,252,1009.9,34.2,14.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-03T02:00:00,25,25,22.1,84.02,0,0,,0,0,11.2,7.6,244,1009.3,35.9,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-03T03:00:00,25.6,25.6,22,80.56,0,0,,0,0,11.2,7.5,270,1008.9,35.9,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-03T04:00:00,25.4,25.4,21.8,80.54,0,0,,0,0,11.2,6,193,1008.7,34.2,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-03T05:00:00,25.3,25.3,21.9,81.66,0,0,,0,0,11.2,7.2,210,1009.1,88.9,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-03T06:00:00,25.4,25.4,21.8,80.43,0,0,,0,0,11.2,8.4,246,1009.8,34.2,16,5,0,0,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-03T07:00:00,25.4,25.4,22.2,82.59,0,0,,0,0,13,7.6,251,1010.2,34.2,16,54,0.2,1,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-03T08:00:00,26.3,26.3,22.2,77.93,0,0,,0,0,13,10.1,243,1010.4,19.2,16,67,0.2,1,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-03T09:00:00,27.3,29.7,22.1,73,0,0,,0,0,14.8,8.5,252,1010.3,19.2,16,500,1.8,5,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-03T10:00:00,28.5,31.2,21.7,66.38,0,0,,0,0,16.6,8.4,250,1010.1,25.4,16,666,2.4,7,30,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-03T11:00:00,30.5,33.3,21.2,57.67,0,0,,0,0,16.6,7.8,240,1010.2,30.4,16,824,3,8,30,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-03T12:00:00,31.7,34.4,20.7,51.98,0,0,,0,0,25.9,8.6,280,1010,34.2,16,927,3.3,9,30,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-03T13:00:00,32.4,35.9,21.5,52.59,0,0,,0,0,27.7,3.3,319,1009.7,65,16,958,3.4,10,30,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-03T14:00:00,32.1,36,22.1,55.58,0,0,,0,0,35,8.4,86,1009.2,61.2,16,869,3.1,9,60,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-03T15:00:00,31.3,35.6,22.7,60.29,0,0,,0,0,37.5,20.7,158,1008.8,82,16,440,1.6,4,60,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-03T16:00:00,31.3,35.2,22.3,58.86,0,0,,0,0,39,14.5,158,1008.2,27.3,16,306,1.1,3,60,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-03T17:00:00,29.8,32.5,21.4,60.66,0,0,,0,0,37.1,14.5,58,1008.7,85.1,16,19,0.1,0,60,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-03T18:00:00,24.5,24.5,22.5,88.93,2.603,100,rain,0,0,60.7,9.3,323,1009.7,93.2,7.3,225,0.8,2,30,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2024-08-03T19:00:00,24.3,24.3,22,86.83,4.561,100,rain,0,0,25.9,14.2,74,1009.4,89.8,13.2,14,0.1,0,30,"Rain, Partially cloudy",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-03T20:00:00,23.6,23.6,21.9,90.17,4.505,100,rain,0,0,35.3,10.1,262,1011.2,100,2.6,0,0,0,10,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2024-08-03T21:00:00,23.8,23.8,22,89.76,5.389,100,rain,0,0,18.4,3.4,49,1010.3,93.1,7.9,0,0,0,10,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-03T22:00:00,23.3,23.3,21.7,90.66,0.463,100,rain,0,0,16.6,9.8,257,1010.8,35.2,12.3,0,0,0,10,"Rain, Partially cloudy",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-03T23:00:00,23.7,23.7,22.2,91.17,0.813,100,rain,0,0,14.8,12.7,215,1011.7,51.8,12.9,0,0,0,10,"Rain, Partially cloudy",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-04T00:00:00,23.6,23.6,21.7,88.78,0,0,,0,0,13,1.2,0,1010,65.9,9.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-04T01:00:00,23.5,23.5,22.1,91.6,0,0,,0,0,13,9.7,228,1011.3,88.9,11.1,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-04T02:00:00,23.5,23.5,21.7,89.21,0,0,,0,0,13,11.6,220,1011.5,65,9.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-04T03:00:00,23.5,23.5,21.6,89.21,0,0,,0,0,13,12.4,206,1011.7,50.8,9.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-04T04:00:00,23,23,21.1,88.98,0,0,,0,0,11.2,5.7,285,1012,66.7,12.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-04T05:00:00,23,23,21.1,88.98,0,0,,0,0,11.2,5,287,1011.9,95.7,12.9,0,0,0,10,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-04T06:00:00,23.1,23.1,21.1,88.55,0,0,,0,0,11.2,3.2,296,1011.9,95.7,14.2,0,0,0,10,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-04T07:00:00,23.7,23.7,21.1,85.75,0,0,,0,0,13,8.3,224,1012.4,97.5,14.1,24,0.1,0,10,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-04T08:00:00,23.7,23.7,21.3,86.35,0,0,,0,0,13,9,243,1012.9,100,15.3,85,0.3,1,10,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-04T09:00:00,24.6,24.6,21.3,81.99,0,0,,0,0,13,9.2,224,1013.1,100,15.3,91,0.3,1,10,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-04T10:00:00,24.7,24.7,21.7,83.22,0,0,,0,0,13,5,297,1013.1,100,15.3,178,0.6,2,10,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-04T11:00:00,25.4,25.4,21.7,79.65,0,0,,0,0,13,5.4,294,1013.3,99.1,15.3,94,0.3,1,30,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-04T12:00:00,25.7,25.7,21.3,76.64,0,0,,0,0,14.8,8.7,228,1013.2,99.1,15.3,191,0.7,2,30,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-04T13:00:00,26.1,26.1,21.7,76.42,0,0,,0,0,16.6,12.9,218,1013,99.1,16,287,1,3,30,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-04T14:00:00,27.7,30.1,21.7,69.73,0,0,,0,0,25.9,9.9,223,1012.6,88.9,16,568,2,6,30,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-04T15:00:00,27.1,29.3,21.7,72.27,0,0,,0,0,22.3,10.1,222,1012.9,91.5,16,342,1.2,3,30,Overcast,cloudy,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2024-08-04T16:00:00,28.3,31.1,22.1,69.09,0,0,,0,0,33.5,14.5,209,1012.1,65,16,299,1.1,3,30,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-04T17:00:00,22.3,22.3,19.6,84.88,0.811,100,rain,0,0,53.6,20,256,1013.3,98.3,2.3,14,0.1,0,30,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2024-08-04T18:00:00,22.7,22.7,20.7,88.38,2.371,100,rain,0,0,16.6,4.1,280,1013,95.7,12.3,37,0.1,0,30,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-04T19:00:00,22.9,22.9,21.2,90.08,0.181,100,rain,0,0,14.8,5.4,265,1013.3,65,14.8,74,0.3,1,30,"Rain, Partially cloudy",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-04T20:00:00,23.8,23.8,21.5,87.04,1.176,100,rain,0,0,13,4,278,1013.3,31,14.8,21,0.1,0,8,"Rain, Partially cloudy",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-04T21:00:00,23.4,23.4,21.2,87.36,0,0,,0,0,13,10.5,234,1014.2,31,16,0,0,0,30,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-04T22:00:00,23.7,23.7,21.4,86.69,0,0,,0,0,13,7.5,224,1014.7,34.2,16,0,0,0,30,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-04T23:00:00,24.1,24.1,21.6,86.06,0,0,,0,0,14.8,10,242,1015.1,19.2,16,0,0,0,8,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-05T00:00:00,23.9,23.9,21.6,86.64,0,0,,0,0,29.5,10.4,246,1015.4,19.2,16,0,0,0,8,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-05T01:00:00,24.3,24.3,21.7,85.06,0,0,,0,0,14.8,4.3,308,1015.4,25.4,16,0,0,0,8,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-05T02:00:00,24.2,24.2,21.8,86.48,0,0,,0,0,14.8,6.6,294,1014.9,25.4,16,0,0,0,30,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-05T03:00:00,24.4,24.4,21.8,85.31,0,0,,0,0,14.8,6.3,277,1014.7,19.2,16,0,0,0,8,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-05T04:00:00,23.9,23.9,21.7,87.4,0,0,,0,0,13,6.9,285,1015,15.6,16,0,0,0,8,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-05T05:00:00,23.5,23.5,21,86.11,0,0,,0,0,13,5.7,263,1015.2,15.6,16,0,0,0,30,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-05T06:00:00,23.8,23.8,20.4,81.5,0,0,,0,0,11.2,3.3,0,1015.8,15.6,16,12,0,0,3,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-05T07:00:00,23.6,23.6,20.2,81.27,0,0,,0,0,9.4,4.5,287,1016.4,10.5,16,44,0.2,0,3,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-05T08:00:00,25,25,19.3,70.81,0,0,,0,0,9.4,0.9,360,1016.5,10.5,16,149,0.5,1,3,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-05T09:00:00,26.8,28,18.9,61.75,0,0,,0,0,9.4,1.2,17,1017,4.4,16,512,1.8,5,3,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-05T10:00:00,28.4,29.4,18.4,54.57,0,0,,0,0,9.4,0,0,1016.8,6.1,16,675,2.4,7,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-05T11:00:00,29.6,29.9,16.4,44.99,0,0,,0,0,9.4,2.5,20,1016.8,10.5,16,798,2.9,8,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-05T12:00:00,31,30.9,15.8,39.89,0,0,,0,0,7.6,4,19,1016.8,10.5,16,890,3.2,9,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-08-05T13:00:00,31.8,31.6,15.5,37.57,0,0,,0,0,11.2,8.3,301,1015.9,25.4,16,471,1.7,5,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
