name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"New York City,USA",2024-07-01T19:00:00,26,26,11.1,39.43,0,0,,0,0,38.9,13.3,348,1018.1,10.5,16,107,0.4,1,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,72503014732"
"New York City,USA",2024-07-01T20:00:00,25.2,25.2,10.8,40.37,0,0,,0,0,24.1,16,17,1018.9,10.5,16,18,0.1,0,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,72503014732"
"New York City,USA",2024-07-01T21:00:00,24.5,24.5,10.9,42.51,0,0,,0,0,20.5,13.6,8,1019.4,10.5,16,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-01T22:00:00,23.8,23.8,11.1,44.78,0,0,,0,0,22.3,12.1,9,1020.1,10.5,16,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-01T23:00:00,23.3,23.3,10.5,44.24,0,0,,0,0,18.4,14.2,24,1020.7,10.5,16,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-02T00:00:00,23.1,23.1,9.5,42.06,0,0,,0,0,22.3,10,12,1020.8,10.5,16,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-02T01:00:00,22.7,22.7,8.9,41.34,0,0,,0,0,18.4,10.3,25,1020.8,4.4,16,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-02T02:00:00,21.3,21.3,9.3,46.19,0,0,,0,0,13,8.9,2,1021.1,68.8,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-02T03:00:00,21,21,9,46.36,0,0,,0,0,13,7.8,10,1021.4,50,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-02T04:00:00,19.9,19.9,9.3,50.59,0,0,,0,0,13,8.8,2,1021.7,10.5,16,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-02T05:00:00,19.4,19.4,9.2,51.71,0,0,,0,0,13,9,16,1022.3,10.5,16,0,0,0,10,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-02T06:00:00,19.2,19.2,9.7,54.16,0,0,,0,0,13,10.9,10,1022.7,10.5,16,18,0.1,0,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-02T07:00:00,19.5,19.5,10.9,57.36,0,0,,0,0,16.6,4.3,9,1023.5,10.5,16,42,0.2,0,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-02T08:00:00,21.2,21.2,10.9,51.65,0,0,,0,0,25.9,9.2,4,1024.4,10.5,16,392,1.4,4,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-02T09:00:00,22.6,22.6,10.7,46.79,0,0,,0,0,25.9,8.2,46,1024.6,10.5,16,582,2.1,6,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-02T10:00:00,24,24,10.4,42.33,0,0,,0,0,16.6,9.6,35,1024.6,10.5,16,747,2.7,7,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-02T11:00:00,25.1,25.1,10.6,40.16,0,0,,0,0,11.2,9.9,48,1024.6,10.5,16,877,3.2,9,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-02T12:00:00,26.9,26.5,9.6,33.9,0,0,,0,0,44.6,7.5,40,1024.1,14.1,16,962,3.5,10,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-02T13:00:00,28.3,27.3,8.7,29.34,0,0,,0,0,13,10.7,58,1023.9,14.1,16,978,3.5,10,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-02T14:00:00,28.9,27.6,7.4,25.75,0,0,,0,0,9.4,10.3,96,1023.2,20.3,16,935,3.4,9,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-02T15:00:00,28.7,27.6,8.5,28.18,0,0,,0,0,13,8.9,78,1022.9,34.2,16,777,2.8,8,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-02T16:00:00,27.5,26.9,10.3,33.96,0,0,,0,0,18.4,9.7,147,1022.8,34.2,16,657,2.4,7,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-02T17:00:00,27.3,26.8,10,33.73,0,0,,0,0,31.7,13.9,144,1022.7,34.2,16,469,1.7,5,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-02T18:00:00,26.7,26.5,10.6,36.32,0,0,,0,0,28.4,10.6,153,1022.6,34.2,16,387,1.4,4,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-02T19:00:00,25.7,25.7,10.6,38.6,0,0,,0,0,16.6,6.8,77,1022.8,34.2,16,172,0.6,2,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-02T20:00:00,24.9,24.9,10.3,39.63,0,0,,0,0,14.8,9.1,170,1023,34.2,16,16,0.1,0,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-02T21:00:00,24.3,24.3,11.1,43.57,0,0,,0,0,13,4.7,88,1023.1,34.2,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-02T22:00:00,23.2,23.2,12.4,50.71,0,0,,0,0,13,7.8,173,1023.5,34.2,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-02T23:00:00,23,23,12,49.89,0,0,,0,0,11.2,4.2,88,1023.7,34.2,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-03T00:00:00,22.5,22.5,11,48.16,0,0,,0,0,9.4,7,186,1023.6,34.2,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-03T01:00:00,22.6,22.6,10.5,46.5,0,0,,0,0,9.4,3,351,1023.5,34.2,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-03T02:00:00,22.4,22.4,10.2,46.13,0,0,,0,0,7.6,5,235,1023.6,34.2,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-03T03:00:00,21.3,21.3,11.9,55.08,0,0,,0,0,7.6,2.9,19,1023.3,34.2,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-03T04:00:00,21.8,21.8,12.3,54.64,0,0,,0,0,5.4,3.2,286,1023.2,34.2,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-03T05:00:00,20.9,20.9,12.8,59.81,0,0,,0,0,9.4,4.2,0,1023.1,34.2,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-03T06:00:00,20.4,20.4,12.2,59.27,0,0,,0,0,9.4,4.2,283,1023,34.2,16,23,0.1,0,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-03T07:00:00,21,21,13.1,60.85,0,0,,0,0,9.4,2.9,347,1023.2,34.2,16,47,0.2,0,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-03T08:00:00,22.2,22.2,13.1,56.28,0,0,,0,0,9.4,4.3,251,1023.4,29.4,16,146,0.5,1,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2024-07-03T09:00:00,23.9,23.9,12.4,48.59,0,0,,0,0,11.2,4.3,342,1023.1,25.4,16,580,2.1,6,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-03T10:00:00,25.6,25.6,11.6,41.7,0,0,,0,0,14.8,10.2,242,1022.8,27.9,16,758,2.7,8,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-03T11:00:00,26.7,26.7,11.1,37.93,0,0,,0,0,18.4,9.5,244,1022.7,24.3,16,877,3.2,9,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-03T12:00:00,27.5,26.9,10.6,35.01,0,0,,0,0,29.5,10.3,176,1022.1,15.6,16,930,3.3,9,10,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-03T13:00:00,27.7,27.2,11.8,37.24,0,0,,0,0,37.1,22.6,168,1022,27.9,16,969,3.5,10,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-03T14:00:00,27.8,27.4,12,37.33,0,0,,0,0,34.9,13.2,163,1021.3,34.2,16,926,3.3,9,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-03T15:00:00,27.6,27,10.8,35.13,0,0,,0,0,37.1,14,148,1020.9,34.2,16,814,2.9,8,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-03T16:00:00,26.6,26.6,10.6,36.8,0,0,,0,0,31.3,18.1,151,1020.3,34.2,16,617,2.2,6,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-03T17:00:00,26.1,26.1,10.3,36.94,0,0,,0,0,43.4,13.2,160,1019.9,34.2,16,513,1.8,5,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-03T18:00:00,25.6,25.6,10.5,38.66,0,0,,0,0,41.7,11.3,176,1019.6,34.2,16,352,1.3,4,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-03T19:00:00,24.9,24.9,10.2,39.61,0,0,,0,0,44.9,18.8,158,1019,34.2,16,102,0.4,1,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-03T20:00:00,23.8,23.8,10.9,44.03,0,0,,0,0,42.5,12.4,172,1018.6,34.2,16,19,0.1,0,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-03T21:00:00,23.3,23.3,11.8,48.31,0,0,,0,0,38.6,25.2,180,1018.3,34.2,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-03T22:00:00,22.6,22.6,12.8,53.8,0,0,,0,0,27.7,10.7,184,1018.3,34.2,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-03T23:00:00,22.5,22.5,11.4,49.25,0,0,,0,0,40.7,14.6,200,1018,25.4,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-04T00:00:00,22.5,22.5,11.1,48.71,0,0,,0,0,38,15.2,204,1017.9,27.9,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-04T01:00:00,22,22,11.9,52.66,0,0,,0,0,16.6,16.3,206,1018,25.4,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-04T02:00:00,21.5,21.5,13.9,62.09,0,0,,0,0,16.6,17.3,218,1017.8,34.2,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-04T03:00:00,21.5,21.5,14.8,65.92,0,0,,0,0,27.7,15.8,212,1017.4,34.2,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-04T04:00:00,21.5,21.5,14.4,64.13,0,0,,0,0,14.8,11.1,206,1016.8,50.8,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-04T05:00:00,21.8,21.8,14.9,64.88,0,0,,0,0,14.8,5.8,278,1016.5,95.7,16,0,0,0,10,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-04T06:00:00,21.8,21.8,15.7,68.08,0,0,,0,0,14.8,7.9,200,1016.1,95.7,16,9,0,0,10,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-04T07:00:00,22.2,22.2,16.2,68.81,0,0,,0,0,16.6,10.7,202,1016,95.7,16,98,0.4,1,10,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-04T08:00:00,23,23,17.2,70.05,0,0,,0,0,16.6,6.5,180,1015.5,89.1,16,323,1.2,3,10,Partially cloudy,partly-cloudy-day,"72505394728,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-04T09:00:00,23.6,23.6,18.2,71.53,0,0,,0,0,16.6,8.7,190,1015.5,88.9,16,283,1,3,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-04T10:00:00,24.9,24.9,18.4,67.07,0,0,,0,0,16.6,4.6,348,1014.7,88.9,16,241,0.9,2,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-04T11:00:00,27.2,28.3,18.8,60.3,0,0,,0,0,16.6,10.4,240,1014.2,95.7,16,587,2.1,6,10,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-04T12:00:00,28,29.4,19.2,58.78,0,0,,0,0,25.9,10.2,199,1013.8,47.7,16,338,1.2,3,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-04T13:00:00,29.5,31.1,19.4,54.69,0,0,,0,0,29.5,11.5,205,1013,50.8,16,895,3.2,9,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-04T14:00:00,29.8,31.4,19.4,53.71,0,0,,0,0,30.2,12.4,144,1012.6,25.4,16,1114,4,10,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-04T15:00:00,30,31.8,19.8,54.43,0,0,,0,0,37.1,21,154,1012,34.2,16,830,3,8,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-04T16:00:00,29.1,30.7,19.5,56.29,0,0,,0,0,29.5,12,147,1011.9,47.7,16,729,2.6,7,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-04T17:00:00,29.2,30.7,19.3,55.28,0,0,,0,0,33.5,11.7,129,1011.2,31,16,172,0.6,2,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-04T18:00:00,27.9,29.3,19.3,59.52,0,0,,0,0,31.3,6.5,66,1010.9,31,16,181,0.7,2,3,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-04T19:00:00,26.9,28.2,19.3,63.34,0,0,,0,0,29.5,9.2,148,1010.6,30.4,16,58,0.2,1,3,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-04T20:00:00,25.9,25.9,19.3,67.2,0,0,,0,0,27.7,4.7,64,1010.7,34.2,16,16,0.1,0,3,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-04T21:00:00,25.2,25.2,19.5,70.6,0,0,,0,0,25.9,9.1,104,1010.5,30.4,16,1,0,0,3,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-04T22:00:00,24.6,24.6,20,75.2,0,0,,0,0,16.6,9.1,82,1010.8,30.4,14.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-04T23:00:00,23.8,23.8,21.1,84.5,0.106,100,rain,0,0,14.8,2.1,58,1010.5,69.2,4.8,0,0,0,10,"Rain, Partially cloudy",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-05T00:00:00,23.7,23.7,21.7,88.66,1.18,100,rain,0,0,13,1.7,50,1010.6,100,2.5,0,0,0,3,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-05T01:00:00,23.6,23.6,22.1,91.3,0.043,100,rain,0,0,13,2,75,1010.8,37.7,2.6,0,0,0,10,"Rain, Partially cloudy",rain,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2024-07-05T02:00:00,23.7,23.7,22.1,90.63,0,0,,0,0,13,0,0,1010.2,76.6,2.4,0,0,0,3,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2024-07-05T03:00:00,23.7,23.7,22.2,90.92,0,0,,0,0,11.2,1.7,54,1009.6,65,3,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-05T04:00:00,23.6,23.6,22.2,91.53,0,0,,0,0,11.2,2.1,83,1009.4,88.9,3.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-05T05:00:00,23.6,23.6,21.8,89.83,0,0,,0,0,9.4,2.6,74,1009.4,50.8,5,0,0,0,3,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-05T06:00:00,23.6,23.6,22,90.47,0,0,,0,0,11.2,3,63,1009.2,93.1,5.4,7,0,0,10,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-05T07:00:00,23.7,23.7,21.7,88.18,0,0,,0,0,9.4,2.6,93,1009.7,91.4,7,134,0.5,1,10,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-05T08:00:00,24.8,24.8,22.5,86.99,0,0,,0,0,9.4,3.6,346,1009.8,86.7,7.7,258,0.9,3,3,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-05T09:00:00,26.6,26.6,22.7,79.28,0,0,,0,0,33.5,9.3,232,1009.9,50.8,11.3,548,2,5,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-05T10:00:00,27.6,30.5,22.6,74.1,0,0,,0,0,9.4,2.4,331,1009.6,50.8,11.3,816,2.9,8,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-05T11:00:00,28.3,31.5,22.8,72.07,0,0,,0,0,11.2,8.3,205,1009.3,66.7,11.3,397,1.4,4,10,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
"New York City,USA",2024-07-05T12:00:00,29.6,33.6,23.1,68.12,0,0,,0,0,14.8,3.6,284,1009.3,86.9,12.4,487,1.8,5,30,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
